SeqID,CV
14069_61,4.0
14070_56,3.0
14072_9,7.5
14073_31,7.0
14074_2,2.5
14076_74,5.0
14077_6,3.5
14078_69,4.0
14079_14,4.5
14081_5,4.5
14082_56,4.0
14083_25,6.0
14084_191,4.0
14085_28,4.0
14086_11,6.5
14088_38,9.0
14090_23,4.5
14091_42,4.0
14093_10,2.5
14094_29,4.5
14095_1,3.0
14097_86,3.0
14098_28,3.5
14099_20,5.5
14100_63,6.0
14101_2,5.0
14102_6,4.0
14103_12,4.0
14104_1,3.0
14105_5,6.5
14106_46,3.5
14107_1,6.0
14108_15,4.5
14109_15,2.5
14110_200,3.0
14111_15,4.0
14112_40,6.5
14114_18,4.0
14115_34,3.5
14116_129,3.5
14120_2,7.0
14121_24,7.5
14122_132,2.5
14123_34,4.5
14124_6,3.5
14125_5,5.5
14127_240,3.5
14128_121,3.0
14129_1,4.0
14131_37,4.0
14132_21,3.0
14133_93,3.5
14134_49,8.0
14135_3,2.0
14136_234,3.5
14139_16,3.0
14143_8,9.0
14144_3,6.5
14146_92,5.5
14148_2,2.5
14149_9,3.0
14150_7,15.0
14151_4,3.5
14153_8,2.5
14156_33,4.0
14157_21,4.5
14158_17,4.5
14175_78,5.5
14178_18,3.5
14186_13,4.5
14192_31,4.5
14197_2,12.0
14203_3,8.5
14204_55,3.5
14205_6,2.5
14206_28,4.0
14208_3,10.5
14216_35,10.0
14226_120,5.0
14227_21,3.0
14228_1,6.5
14229_5,12.5
14237_1,5.0
14245_195,17.5
14246_50,5.0
14249_68,4.5
14250_115,5.0
14254_27,3.0
14256_4,3.5
14260_112,3.0
14268_4,10.0
14271_23,6.0
14273_19,10.5
14283_12,3.5
14284_23,60.0
14286_2,9.5
14287_6,6.0
14291_53,6.5
14294_61,4.5
14308_192,7.5
14309_8,5.5
14314_6,17.0
14318_1,4.5
14324_52,5.5
14326_4,5.5
14329_4,2.5
14331_262,7.5
14332_3,4.0
14334_3,4.0
14337_1,3.5
14341_8,3.5
14583_49,11.0
14587_16,6.0
14593_152,8.5
14597_5,3.5
14599_18,4.5
14603_51,4.5
14605_2,70.0
14614_41,4.5
14615_46,6.0
14616_16,4.0
14617_7,2.5
14618_26,3.5
14619_8,3.0
14623_26,5.0
14624_51,3.0
14628_72,3.0
14631_22,5.5
14633_26,9.5
14634_13,2.5
14635_28,3.0
14636_25,5.0
14645_253,11.5
14655_1,4.5
14662_6,6.5
14663_44,4.0
14670_1,5.0
14674_63,3.0
14675_20,7.5
14684_17,4.5
14685_17,3.0
14687_6,7.0
14688_6,3.0
14689_3,4.0
14692_3,22.0
14696_45,6.5
14703_6,6.5
14705_1,4.5
14708_59,10.0
14711_27,8.0
14713_46,4.0
14747_9,5.0
14748_31,4.0
14755_4,2.0
14756_29,5.0
14757_144,70.0
14759_149,7.0
15295_81,42.0
15297_3,13.0
15298_199,4.0
15299_102,6.5
15300_66,3.5
15301_24,5.0
15303_63,9.5
15304_1,4.5
15305_7,4.5
15306_20,2.5
15308_108,5.0
15310_61,4.5
15312_14,6.0
15313_28,4.0
15314_49,4.5
15315_64,3.0
15316_262,4.5
15318_75,5.5
15319_226,4.0
15321_8,4.0
15322_35,8.5
15323_112,6.0
15324_58,3.5
15325_14,6.0
15326_64,6.5
15329_167,15.0
15331_47,11.0
15333_11,5.5
15336_7,5.0
15339_32,38.0
15343_337,11.0
15346_31,9.0
15347_12,11.0
15358_28,16.5
15361_37,2.0
15363_32,4.0
15364_101,10.0
15365_41,4.0
15367_38,23.0
15368_3,4.0
15370_5,4.5
15372_43,2.5
15374_15,8.5
15375_49,2.5
15376_134,4.0
15381_45,2.5
15383_200,4.0
15384_15,4.5
15385_116,3.5
15386_7,8.0
15387_44,4.5
15388_24,4.5
15389_1,3.5
15390_3,7.0
15391_114,4.0
15394_79,6.5
15395_15,4.0
15398_2,4.0
15402_2,3.0
15403_53,3.0
15404_3,3.5
15405_23,2.5
15412_40,4.0
15413_3,3.0
15414_316,11.0
15416_54,6.0
15417_3,3.5
15418_25,4.5
15419_15,8.5
15422_12,5.0
15426_5,4.5
15427_35,6.5
15430_165,7.5
15431_31,3.5
15432_1,3.0
15433_4,5.5
15434_5,3.5
15435_4,3.0
15436_40,2.5
15437_11,2.0
15439_21,2.5
15440_57,2.5
15441_6,4.0
15444_45,4.0
15446_25,4.5
15447_45,6.0
15448_47,3.0
15449_33,6.5
15452_5,7.0
15453_3,6.5
15455_40,5.0
15457_14,4.0
15460_9,6.0
15462_28,6.5
15465_79,7.5
15466_30,4.5
15467_10,7.5
15468_14,5.0
15470_11,3.5
15471_29,4.0
15472_16,4.0
15474_7,5.0
15475_4,5.5
15476_6,3.5
15480_2,5.0
15481_45,6.5
15482_12,3.0
15483_377,4.5
15486_126,5.5
15487_164,7.5
15491_20,4.5
15492_1,4.5
15494_11,3.5
15495_9,2.5
15497_9,4.0
15499_11,7.0
15503_15,6.0
15503_20,7.0
15504_39,2.5
15506_34,2.5
15509_2,4.0
15511_37,5.5
15513_108,2.5
15514_26,4.0
15515_2,5.0
15516_12,6.0
15521_4,3.5
15522_2,5.5
15523_9,4.5
15524_30,4.5
15525_294,4.5
15526_33,3.0
15527_90,3.5
15529_33,8.5
15530_33,4.5
15533_97,5.5
15534_26,10.0
15535_3,4.0
15539_15,5.0
15540_6,4.5
15542_19,10.0
15544_25,5.5
15545_13,6.5
15548_35,4.5
15553_22,2.5
15556_49,3.0
15558_63,12.0
15559_5,3.0
15560_52,12.0
15562_24,4.5
15565_102,4.5
15566_10,4.5
15567_2,2.5
15569_15,3.5
15570_99,5.0
15573_110,5.5
15574_37,4.0
15576_158,7.5
15579_26,5.0
15580_2,2.5
15581_16,5.0
15582_25,3.5
15583_18,3.0
15584_9,4.0
15585_304,5.0
15587_20,3.5
15588_17,3.0
15589_1,5.5
15591_28,4.5
15594_47,5.0
15596_7,5.0
15602_43,4.0
15603_20,3.5
15604_18,5.0
15606_19,5.5
15607_56,5.0
15608_5,3.0
15610_72,5.5
15612_5,4.0
15613_16,3.0
15614_168,6.5
15615_8,5.0
15617_8,3.0
15619_49,4.5
15620_4,3.5
15622_13,5.0
15623_1,2.5
15626_223,2.5
15627_83,5.5
15631_18,4.0
15633_6,7.5
15634_139,3.5
15635_4,7.5
15636_49,3.5
15637_38,3.5
15640_54,5.0
15641_20,2.0
15644_1,7.5
15653_9,4.0
15666_21,4.0
15667_39,4.0
15668_19,7.5
15669_7,5.5
15670_15,6.5
15674_3,3.5
15675_3,18.0
15678_71,7.5
15686_49,3.5
15688_30,3.0
15692_300,3.5
15693_9,6.0
15698_6,5.0
16015_19,10.0
16021_30,30.0
16035_8,3.5
16043_30,4.5
16049_43,80.0
16055_3,10.0
16057_6,3.0
16060_99,6.0
16070_7,3.0
16074_12,5.0
16079_2,7.0
16081_38,24.0
16288_17,3.5
16292_288,4.0
16293_1,4.0
16296_43,5.0
16297_14,4.0
16298_84,6.0
16299_13,16.0
16300_4,4.5
16302_11,7.0
16304_6,4.0
16305_10,8.0
16307_22,5.5
16308_14,10.5
16309_30,6.5
16312_45,11.5
16315_105,4.0
16317_20,4.5
16318_12,3.5
16320_139,5.5
16322_10,3.0
16323_8,3.5
16324_38,7.0
16535_61,3.5
16536_3,3.0
16551_14,5.5
16558_2,4.5
16561_9,9.0
16583_8,5.5
16585_16,10.5
16587_1,42.0
16588_10,23.0
16591_71,3.0
16593_3,3.5
16594_44,5.5
16596_25,6.0
16597_11,3.0
16599_38,3.5
16605_2,3.0
16606_85,4.5
16607_78,9.0
16609_106,7.0
16610_13,4.5
16612_28,9.0
16613_3,3.0
16614_27,5.5
16616_137,6.5
16617_14,25.0
16618_7,7.0
16620_26,6.0
16621_77,3.5
16746_12,4.5
16748_1,9.5
16749_79,5.5
16751_15,3.5
16753_46,2.5
16754_40,6.0
16755_195,5.0
16756_30,5.0
16758_96,4.0
16760_2,6.5
16763_11,5.0
16765_52,3.5
16768_3,5.0
16769_20,4.0
16770_3,5.0
16773_29,4.0
16780_6,5.5
16781_2,3.5
16785_45,4.5
16792_4,10.5
16802_31,10.0
16803_4,7.0
16805_5,8.0
16807_35,11.0
16809_1,5.5
16810_3,4.5
16814_13,6.0
16818_200,4.0
16823_75,5.0
16825_20,4.5
16828_8,3.5
16831_7,4.5
16836_1,3.0
16837_20,65.0
16845_15,4.0
16847_39,4.0
16850_5,4.5
16851_50,4.5
16852_10,4.5
16853_5,3.5
16854_17,8.0
16856_79,8.5
16857_2,3.0
16858_384,3.0
16859_100,3.0
16863_47,3.0
16865_62,4.0
16867_76,3.5
16872_248,5.0
16875_13,3.5
16877_19,4.0
16882_27,6.0
16883_57,4.5
16885_49,11.5
16887_29,3.0
16890_37,6.5
16892_23,7.0
16899_59,3.5
16900_29,3.5
16902_17,4.0
16907_3,6.0
16908_5,4.0
16913_8,9.0
16914_104,5.0
16915_153,3.5
16916_19,3.0
16918_198,4.5
16919_1,5.0
16922_53,3.0
16923_20,3.0
16926_44,2.5
16927_9,4.5
16932_5,2.5
17137_160,5.5
17138_8,3.5
17140_57,8.5
17145_1,10.5
17148_7,9.5
17150_8,8.5
17151_84,5.0
17152_10,1.5
17153_46,4.0
17154_2,15.0
17155_1,13.0
17156_72,4.0
17158_17,6.0
17161_1,6.0
17163_117,7.0
17164_15,3.5
17165_1,6.0
17166_4,3.5
17170_15,3.5
17172_19,4.5
17175_5,5.0
17176_13,6.5
17195_43,5.0
17196_5,2.5
17199_43,5.0
17200_50,10.0
17202_37,3.5
17204_17,3.0
17205_21,5.5
17209_27,7.0
17210_2,3.5
17224_12,4.0
17231_1,6.5
17319_1,3.0
17320_19,6.5
17325_10,5.5
17326_44,3.0
17327_3,3.0
17329_2,4.0
17331_138,3.0
17332_3,6.0
17333_20,9.0
17335_18,4.5
17336_54,4.0
17337_1,3.5
17341_89,15.5
17342_13,6.5
17343_6,3.0
17344_23,3.5
17345_12,6.0
17346_61,3.5
17347_80,8.5
17348_5,5.5
17350_13,7.0
17355_56,3.5
17356_34,2.5
17357_33,3.0
17362_5,5.0
17364_8,4.5
17365_7,5.5
17366_6,3.0
17367_5,3.5
17370_186,4.5
17372_5,2.5
17377_1,4.5
17380_2,9.0
17383_4,4.0
17384_110,4.0
17387_27,3.5
17391_10,4.0
17393_13,9.0
17396_23,4.5
17397_8,4.0
17398_55,4.0
17400_71,4.5
17403_14,5.0
17404_5,3.5
17405_2,4.5
17408_2,3.5
17410_5,4.0
17411_55,5.5
17419_17,2.0
17427_26,5.5
17432_25,8.5
17435_43,6.5
17436_193,4.0
17441_4,5.5
17447_52,4.0
17449_23,4.5
17450_51,8.5
17451_13,7.0
17453_34,10.5
17454_15,3.5
17455_42,14.0
17456_53,4.5
17460_51,7.0
17462_19,3.0
17466_72,3.0
17467_1,2.5
17468_1,5.0
17474_106,3.0
17475_18,4.5
17490_4,4.5
17495_141,4.5
17505_125,6.0
17509_6,10.5
17510_7,3.0
17511_10,6.0
17512_2,6.5
17513_11,7.0
17514_48,7.5
17515_6,3.0
17516_7,16.0
17671_58,3.0
17672_184,3.0
17673_34,7.5
17675_17,8.5
17676_13,8.0
17677_47,65.0
17678_28,3.0
17680_12,3.5
17682_1,3.5
17683_2,3.0
17685_9,4.0
17686_27,7.5
17691_1,2.5
17692_2,5.0
17693_2,5.5
17694_32,7.0
17696_1,3.5
17697_2,5.0
17698_15,4.5
17699_43,4.0
17702_53,3.0
17703_40,2.5
17704_74,3.0
17706_4,5.5
17710_40,19.0
17711_13,3.0
17712_7,4.5
17721_82,3.0
17722_5,8.5
17724_3,4.0
17725_37,4.0
17726_3,7.0
17727_1,2.5
17728_61,5.0
17729_20,4.0
17734_13,5.5
17735_130,3.0
17736_105,3.0
17737_7,7.0
17738_7,5.5
17739_1,8.0
17742_2,7.0
17743_14,7.0
17744_31,6.5
17746_77,2.5
17747_45,9.0
17748_21,4.0
17750_8,4.0
17751_68,4.5
17752_24,3.0
17755_5,5.0
17756_69,4.5
17757_86,3.5
17758_79,3.0
17760_128,4.5
17761_2,3.5
17764_108,5.0
17765_3,5.0
17766_5,3.5
17768_50,4.5
17769_28,6.0
17770_42,4.5
17771_35,12.5
17772_7,6.0
17773_26,4.5
17774_38,4.5
17775_8,7.0
17776_15,4.5
17777_31,2.5
17778_19,8.0
17781_191,7.0
17782_23,5.0
17783_9,3.5
17784_23,5.0
17785_11,3.5
17786_5,4.0
17787_1,19.5
17789_1,5.5
17791_25,4.0
17792_158,4.5
17793_4,3.0
17794_6,7.5
17795_176,3.5
17796_15,5.5
17797_1,3.0
17799_9,3.5
17800_33,2.5
17802_4,8.5
17804_102,4.0
17805_35,6.0
17806_6,7.0
17808_37,7.0
17811_78,6.5
17812_2,2.5
17813_21,3.0
17814_8,4.5
17816_58,3.5
17817_22,6.0
17818_22,8.0
17819_30,6.5
17820_170,5.5
17821_20,4.0
17822_57,6.0
17823_40,5.0
17826_341,8.5
17827_53,4.0
17828_3,3.5
17829_2,3.0
17832_12,3.0
17835_28,3.0
17836_17,2.0
17837_5,6.5
17843_30,9.0
17849_6,5.0
17850_42,2.5
17852_5,5.5
17854_33,2.5
17855_28,2.5
17856_23,5.5
17857_6,2.5
18156_7,3.5
18158_45,7.5
18160_2,3.5
18162_167,4.5
18165_181,3.0
18166_4,3.5
18170_46,2.5
18171_25,3.0
18172_71,2.5
18173_11,4.0
18174_79,2.5
18175_65,3.0
18177_49,4.0
18178_13,2.5
18179_56,3.0
18180_58,5.0
18181_2,5.5
18182_24,11.5
18183_3,8.5
18184_28,23.0
18185_118,3.0
18186_15,7.5
18187_16,4.5
18188_12,7.5
18189_12,18.5
18190_15,6.5
18191_23,4.0
18192_69,23.0
18193_165,3.5
18194_18,12.5
18195_3,32.0
18196_8,5.0
18197_97,3.5
18198_51,4.0
18202_22,5.0
18203_9,6.0
18204_1,4.5
18205_123,4.0
18206_18,3.5
18207_6,4.5
18208_3,9.0
18210_12,6.5
18212_43,8.0
18213_30,4.5
18214_2,4.0
18215_5,3.5
18216_22,3.5
18218_48,4.0
18220_141,4.0
18222_34,6.0
18224_11,9.0
18225_13,10.5
18226_148,5.5
18227_3,3.5
18228_30,4.5
18231_147,10.0
18232_42,6.0
18233_10,7.0
18235_16,6.0
18236_3,4.5
18237_29,3.0
18240_6,6.0
18241_18,5.0
18242_8,5.0
18243_9,3.5
18244_1,8.5
18253_8,4.5
18255_6,3.5
18257_64,4.5
18259_15,3.5
18261_34,3.5
18264_12,2.5
18265_18,3.5
18267_74,2.5
18268_5,3.0
18270_10,9.0
18271_43,6.0
18273_14,3.5
18274_2,3.0
18275_5,6.0
18276_34,3.5
18277_28,3.0
18280_29,4.0
18282_1,10.0
18284_77,2.5
18285_6,8.0
18286_3,12.0
18289_16,4.0
18290_6,5.0
18291_8,5.5
18294_26,3.0
18295_102,6.5
18297_8,4.5
18299_13,3.5
18300_39,5.5
18301_10,7.0
18302_204,11.0
18303_39,11.0
18304_19,3.0
18306_1,6.5
18307_71,4.0
18308_30,4.0
18309_18,9.5
18310_26,3.5
18311_44,24.0
18312_68,3.0
18313_4,3.0
18314_88,4.0
18315_38,6.0
18316_75,2.0
18317_111,4.0
18318_98,6.5
18319_7,7.0
18321_38,5.5
18322_15,4.5
18323_39,2.5
18324_61,3.5
18326_50,4.0
18327_6,3.5
18328_36,8.0
18329_4,5.5
18330_7,3.5
18331_3,6.0
18332_17,6.0
18336_31,5.0
18337_4,3.5
18338_26,10.5
18339_207,2.5
18340_2,5.5
18342_2,4.0
18343_10,4.5
18347_15,4.0
18348_89,4.0
18373_13,4.0
18375_28,13.5
18376_19,3.5
18380_78,4.5
18381_16,7.0
18382_109,3.0
18383_9,12.5
18385_4,3.0
18386_36,2.5
18387_7,9.0
18389_11,3.0
18392_19,5.0
18395_5,5.0
18396_10,3.5
18397_5,6.0
18398_1,4.0
18399_1,11.5
18400_52,3.5
18401_18,4.0
18402_1,5.0
18403_25,5.0
18404_22,4.0
18405_117,3.0
18407_36,4.5
18408_26,4.5
18409_61,6.0
18410_26,65.0
18411_83,6.5
18413_24,4.5
18414_26,4.0
18415_16,4.0
18416_3,3.5
18417_3,10.0
18419_20,5.5
18422_41,3.5
18429_10,9.0
18432_32,32.0
18434_141,4.0
18435_40,8.0
18449_33,18.0
18458_4,5.0
18483_36,11.0
18813_15,5.0
18814_21,3.5
18817_50,5.0
18819_21,3.0
18821_9,5.5
18823_52,10.0
18824_7,4.0
18829_4,8.0
18830_1,6.5
18831_6,3.0
18832_65,4.5
18833_76,4.5
18837_9,6.5
18839_24,12.0
18840_205,5.5
18841_1,4.5
18842_24,5.5
18859_7,3.5
18860_2,3.5
18863_176,3.5
18864_7,3.5
18866_8,12.5
18868_7,4.0
18870_1,4.5
18871_24,3.5
18873_8,4.5
18874_66,4.0
18875_125,4.5
18876_77,3.5
18877_15,3.5
18878_15,2.5
18880_81,6.0
18881_7,4.5
18882_7,4.5
18883_4,9.0
18884_22,4.5
18886_28,4.0
18887_7,2.5
18888_37,4.0
18890_227,8.0
18891_98,5.5
18892_48,4.0
18893_26,7.0
18894_1,3.0
18895_54,5.0
18896_23,4.5
18897_31,5.5
18898_36,2.5
18899_82,4.0
18900_37,3.0
18901_26,6.0
18904_23,3.0
18905_5,4.0
18907_97,6.5
18909_11,2.5
18910_45,3.5
18913_3,3.5
18914_188,4.5
18916_25,5.5
18917_53,5.5
18918_86,3.0
18921_30,4.5
18922_27,4.5
18925_24,9.5
18926_7,3.0
18927_14,7.0
18928_10,3.5
18930_28,5.5
18931_40,3.0
18932_84,2.5
18933_4,2.5
18934_50,8.0
18935_14,2.5
18938_3,12.5
18942_11,7.5
18943_4,5.0
18945_11,7.0
18947_3,3.5
18950_13,5.0
19108_50,2.5
19109_32,4.0
19110_6,3.5
19111_10,3.5
19112_2,4.0
19113_66,5.0
19114_8,3.5
19115_13,4.5
19116_1,3.5
19117_3,6.0
19118_47,3.5
19119_10,5.0
19120_33,3.5
19121_3,4.0
19122_47,7.0
19123_6,4.0
19124_9,5.5
19125_26,3.5
19126_4,3.5
19127_1,6.0
19129_15,4.0
19130_81,3.0
19131_184,3.5
19132_1,4.0
19134_66,3.0
19135_5,3.5
19136_22,5.0
19139_3,3.5
19141_22,7.0
19142_39,2.5
19143_38,5.0
19144_9,5.0
19145_4,3.0
19147_6,4.5
19148_58,4.5
19150_20,6.0
19152_4,4.5
19153_53,2.5
19154_41,6.0
19158_1,3.0
19159_9,3.5
19161_1,4.5
19163_26,9.5
19166_15,3.5
19168_71,4.0
19169_88,4.5
19170_25,2.0
19173_5,7.0
19174_141,5.0
19175_18,3.5
19176_27,3.5
19177_7,3.5
19180_38,13.5
19183_164,6.5
19187_21,3.5
19188_21,3.5
19189_2,7.5
19190_4,7.0
19193_18,6.5
19194_9,8.0
19195_85,4.0
19196_73,4.5
19197_95,7.0
19199_3,3.0
19200_16,2.5
19202_10,10.0
19206_20,4.5
19207_119,4.5
19208_8,8.5
19209_6,6.5
19212_4,4.0
19213_1,7.0
19215_7,3.5
19219_71,4.0
19222_124,7.5
19223_6,5.0
19224_5,9.0
19225_11,2.5
19227_18,3.5
19228_11,3.5
19229_92,6.5
19230_12,3.0
19231_22,3.5
19233_75,4.5
19236_24,6.5
19237_17,7.0
19238_12,4.0
19239_5,3.5
19240_265,7.5
19241_31,5.0
19242_21,2.5
19243_2,3.0
19247_1,10.0
19249_18,8.0
19250_50,5.5
19251_56,6.5
19252_67,2.5
19253_82,4.0
19254_125,6.0
19255_124,4.0
19257_11,5.0
19258_24,4.5
19259_176,7.5
19260_4,3.5
19261_12,2.5
19262_219,8.5
19263_147,10.0
19264_6,4.5
19265_9,11.0
19266_35,8.0
19267_14,8.0
19270_26,7.0
19271_64,5.0
19272_9,4.0
19273_3,4.0
19274_80,5.5
19275_68,5.5
19276_124,4.0
19277_4,5.0
19278_19,5.5
19279_42,4.0
19280_29,4.0
19281_86,3.5
19282_3,4.5
19286_30,3.0
19287_59,5.0
19289_29,6.0
19290_5,2.5
19291_2,4.0
19293_6,8.5
19294_26,9.0
19295_32,8.5
19296_51,4.0
19297_4,4.0
19302_7,4.5
19303_64,9.5
19310_81,11.5
19311_15,2.5
19316_2,12.0
19317_114,3.5
19323_1,5.0
19325_21,3.5
19327_31,13.5
19328_51,3.5
19329_31,3.0
19331_18,3.0
19332_1,4.0
19333_4,4.5
19334_62,6.5
19335_2,6.5
19338_3,6.0
19341_36,9.5
19347_37,5.0
19353_25,2.5
19356_20,14.0
19357_11,4.0
19360_22,2.5
19361_78,6.5
19364_163,4.5
19365_11,4.5
19366_8,9.0
19367_34,8.5
19369_17,4.0
19370_30,2.5
19371_18,5.5
19372_7,9.5
19373_3,8.0
19374_72,9.5
19376_74,3.0
19377_14,3.5
19379_154,4.0
19381_7,3.0
19383_131,4.0
19388_2,3.0
19392_6,4.5
19437_61,3.5
19438_68,4.0
19446_1,3.5
19448_104,4.0
19467_3,8.5
19482_11,12.0
19483_16,13.0
19488_1,6.0
19491_11,11.5
19492_5,2.5
19496_1,5.5
19503_2,15.0
19504_22,8.5
19506_6,10.0
19511_8,4.5
19516_10,4.5
19518_12,12.0
19523_215,4.5
19545_145,16.5
19553_14,4.0
19555_1,4.0
19556_12,2.5
19557_3,3.0
19558_10,5.5
19560_23,5.0
19561_216,2.5
19562_8,2.5
19563_3,3.0
19564_61,2.5
19567_1,4.5
19568_17,4.0
19570_12,3.0
19572_10,3.5
19574_5,6.5
19575_4,3.0
19578_19,8.0
19579_5,3.5
19581_15,15.5
19584_33,4.5
19586_89,6.5
19587_12,7.0
19590_46,3.5
19596_18,9.5
19601_15,4.0
19602_36,4.5
19606_28,3.5
19612_3,2.5
19613_16,5.0
19614_8,5.0
19615_213,6.0
19616_100,3.5
19617_5,7.0
19620_16,7.0
19622_7,5.5
19623_26,3.0
19630_2,4.0
19631_13,10.5
19635_69,7.5
19636_23,3.5
19637_9,3.5
19638_9,3.5
19639_53,4.0
19640_2,3.0
19742_3,6.5
19743_12,5.5
19748_3,5.0
19751_21,15.5
19752_197,8.5
19755_38,6.0
19760_26,11.0
19765_17,3.5
19767_20,9.5
19768_13,4.0
19774_8,4.5
19784_16,12.0
19786_26,3.5
19787_14,4.5
19788_6,10.0
19794_10,5.5
19797_4,3.5
19799_2,13.5
19802_22,6.0
19803_34,5.5
19808_26,8.0
19809_47,5.0
19819_7,8.5
19821_10,9.5
19823_75,10.0
19824_3,8.5
20054_28,6.0
20055_40,4.5
20056_7,4.0
20057_177,7.5
20064_24,15.5
20066_19,3.5
20067_26,7.0
20068_61,8.0
20069_23,3.0
20071_53,21.0
20073_22,7.5
20074_3,3.0
20075_130,4.5
20076_7,7.0
20078_6,6.5
20079_6,16.5
20081_14,4.5
20083_1,5.0
20086_5,4.5
20087_3,3.5
20089_172,3.5
20090_63,5.0
20091_138,6.0
20093_9,5.0
20103_176,8.0
20105_7,3.0
20106_80,3.5
20107_11,5.5
20110_25,5.0
20111_5,3.5
20116_30,4.0
20117_5,3.0
20120_101,3.0
20126_19,5.5
20127_102,6.0
20128_1,4.0
20130_144,7.5
20133_1,3.5
20134_27,10.0
20135_85,10.5
20137_49,10.0
20139_57,10.5
20141_42,4.0
20142_42,14.0
20159_1,6.0
20161_41,6.0
20165_4,9.5
20167_6,5.5
20173_39,6.5
20175_17,4.0
20181_17,3.5
20183_48,3.0
20185_44,4.0
20187_10,5.5
20189_28,2.5
20189_4,4.0
20191_13,5.0
20195_13,4.0
20197_14,3.0
20203_45,4.0
20205_55,3.0
20211_75,21.0
20213_82,3.0
20215_45,3.0
20217_26,4.5
20219_25,14.5
20221_26,5.0
20225_119,9.0
20229_67,6.0
20231_23,4.0
20237_38,3.5
20241_9,10.0
20243_26,5.0
20245_13,3.5
20247_17,6.0
20367_6,2.5
20370_6,4.5
20373_141,4.5
20374_41,5.5
20376_64,3.0
20378_110,4.5
20379_59,3.0
20380_50,3.0
20381_21,6.0
20382_8,2.5
20383_31,4.5
20385_21,2.0
20386_15,4.5
20387_277,6.5
20388_8,15.0
20389_36,4.0
20390_4,4.0
20393_10,5.5
20396_70,3.5
20398_60,9.0
20399_7,2.5
20401_19,4.5
20402_11,3.5
20408_11,6.0
20411_52,6.0
20423_40,4.0
20425_12,7.0
20426_34,15.5
20427_18,12.5
20428_5,2.5
20430_8,2.5
20432_6,3.0
20433_19,7.0
20434_23,3.0
20435_41,9.5
20436_93,5.5
20437_9,5.0
20439_14,7.0
20440_36,8.0
20441_35,5.0
20442_12,4.0
20443_37,8.0
20444_12,7.5
20445_29,6.5
20447_11,5.0
20448_7,3.0
20449_72,3.0
20451_126,7.5
20453_9,3.5
20454_24,3.0
20457_13,3.0
20458_22,6.5
20460_22,13.0
20461_58,2.5
20463_315,5.5
20464_7,5.0
20511_3,5.5
20512_2,4.5
20514_8,3.5
20516_11,4.5
20517_1,8.5
20518_11,17.0
20519_7,4.5
2052_1,7.0
20520_14,3.5
20521_83,6.5
20522_2,4.5
20524_38,3.5
20525_200,4.0
20526_3,3.0
20527_47,4.5
20528_23,3.5
20529_7,3.5
2053_2,7.0
20530_2,7.0
20531_5,4.0
20533_39,7.0
20534_6,2.5
20535_68,19.5
20536_11,6.0
20538_71,6.0
20539_4,4.5
2054_3,8.0
20540_65,3.0
20541_73,4.5
20542_47,3.5
20543_19,7.0
20544_103,3.5
20545_17,6.0
20546_71,6.0
20547_5,4.0
20549_1,4.0
2055_4,6.0
20550_38,2.5
20553_2,3.5
20557_19,5.0
20558_4,4.0
2056_5,6.0
20561_15,4.0
20562_78,6.0
20563_48,7.0
20564_53,11.0
20568_3,3.0
2057_6,6.0
20570_18,4.5
20572_6,9.5
20574_8,5.5
20575_82,5.5
20576_71,5.0
20577_5,6.0
20578_10,4.5
20579_50,3.5
2058_7,5.0
20581_42,7.5
20584_4,4.0
20585_5,4.0
20585_9,5.0
20586_18,3.5
20589_5,11.0
20590_13,6.5
20591_48,4.0
20592_8,14.5
20593_10,2.0
2060_9,5.0
2061_10,5.0
20912_10,4.0
20913_27,4.5
20915_68,3.5
20918_28,3.5
20921_1,5.0
20922_4,4.5
20923_10,10.0
20924_85,4.0
20926_31,3.0
20927_43,3.0
20928_39,3.0
20929_4,4.5
20931_156,4.0
20932_10,8.5
20934_13,4.5
20935_4,4.0
20936_8,3.5
20937_43,4.5
20939_113,3.0
20941_7,4.0
20942_4,3.5
20943_14,5.5
20946_41,2.0
20947_50,5.5
20948_16,8.0
20950_159,5.5
20952_15,10.0
20953_34,5.5
20954_27,6.5
20955_20,5.0
20956_13,3.0
20957_57,3.0
20958_13,4.5
20959_12,4.0
20960_47,5.5
20964_13,3.0
20965_18,3.5
20966_7,3.5
20967_137,2.5
20968_22,2.5
20969_114,3.0
20970_14,4.5
20971_1,5.5
20972_37,5.5
20975_2,4.5
20976_19,4.0
20977_2,3.0
20979_86,3.0
20982_29,4.0
20984_142,3.0
20986_58,10.5
20987_21,5.0
20988_63,2.5
20990_48,3.5
20991_2,6.5
20993_13,5.0
20994_37,6.5
20995_47,3.5
20996_107,3.5
20998_19,6.0
20999_12,6.0
21000_40,19.0
21001_393,4.5
21002_1,3.0
21008_113,6.0
21009_28,3.0
21104_37,5.5
21105_23,5.0
21106_206,3.0
21107_5,5.5
21108_5,4.0
21109_1,5.0
21110_5,4.5
21111_49,4.0
21112_6,4.0
21113_3,3.0
21114_18,6.0
21115_48,5.0
21116_13,7.0
21117_18,3.5
21118_48,4.5
21119_1,3.5
21120_3,5.0
21121_31,13.0
21122_3,5.0
21123_1,3.0
21124_17,7.0
21126_27,6.5
21128_2,6.0
21129_95,5.5
21130_82,3.5
21131_109,4.0
21132_9,3.5
21133_33,2.5
21134_9,3.5
21135_16,2.5
21136_1,4.0
21138_2,4.0
21140_19,6.5
