Organ,SeqID
Conventional,25947_116
Conventional,12476_50
Conventional,22074_35
Conventional,6495_14
Conventional,22566_53
Conventional,2763_66
Conventional,7765_15
Conventional,25269_10
Conventional,12551_3
Conventional,13963_7
Conventional,13475_10
Conventional,21492_19
Conventional,16613_3
Conventional,9875_107
Conventional,9288_7
Conventional,23693_4
Conventional,17726_3
Conventional,23024_25
Conventional,21715_40
Conventional,6525_17
Conventional,12374_8
Conventional,12591_27
Conventional,18196_8
Conventional,4763_31
Conventional,12734_112
Conventional,10894_25
Conventional,15305_7
Conventional,9173_21
Conventional,25092_32
Conventional,11572_4
Conventional,8274_64
Conventional,8485_7
Conventional,12568_14
Conventional,11988_24
Conventional,21390_68
Conventional,22587_37
Conventional,17514_48
Conventional,14249_68
Conventional,3518_54
Conventional,18241_18
Conventional,2625_53
Conventional,12879_5
Conventional,24436_23
Conventional,9060_27
Conventional,15584_9
Conventional,12730_3
Conventional,22972_26
Conventional,3148_49
Conventional,5792_8
Conventional,19353_25
Conventional,7959_34
Conventional,17769_28
Conventional,17752_24
Conventional,8933_84
Conventional,21314_11
Conventional,8359_149
Conventional,8399_6
Conventional,10618_190
Conventional,21515_61
Conventional,25099_4
Conventional,7175_4
Conventional,3815_14
Conventional,15693_9
Conventional,7251_64
Conventional,25042_3
Conventional,7897_75
Conventional,11154_3
Conventional,20527_47
Conventional,3236_12
Conventional,24050_26
Conventional,4917_62
Conventional,7755_37
Conventional,24983_119
Conventional,8087_250
Conventional,25043_74
Conventional,21765_10
Conventional,9993_11
Conventional,19195_85
Conventional,8878_48
Conventional,17350_13
Conventional,5238_26
Conventional,23529_11
Conventional,13576_15
Conventional,4911_49
Conventional,7915_31
Conventional,10627_87
Conventional,7892_132
Conventional,9981_18
Conventional,9065_28
Conventional,15698_6
Conventional,2797_56
Conventional,24407_31
Conventional,5223_59
Conventional,16885_49
Conventional,22992_6
Conventional,10480_33
Conventional,11514_196
Conventional,21480_2
Conventional,22961_7
Conventional,3613_62
Conventional,15582_25
Conventional,12455_48
Conventional,14273_19
Conventional,6402_8
Conventional,10816_150
Conventional,8825_4
Conventional,9854_36
Conventional,16606_85
Conventional,6624_94
Conventional,25499_37
Conventional,8253_2
Conventional,13381_49
Conventional,12694_28
Conventional,5478_50
Conventional,24273_43
Conventional,9040_144
Conventional,14083_25
Conventional,21123_1
Conventional,7965_25
Conventional,18198_51
Conventional,12507_16
Conventional,12980_31
Conventional,10761_5
Conventional,7994_41
Conventional,5613_75
Conventional,25262_6
Conventional,25096_58
Conventional,13972_4
Conventional,15553_22
Conventional,10980_11
Conventional,5934_1
Conventional,15324_58
Conventional,24970_117
Conventional,25456_73
Conventional,7131_8
Conventional,4160_49
Conventional,11175_45
Conventional,7769_29
Conventional,21272_100
Conventional,16060_99
Conventional,3633_70
Conventional,25253_17
Conventional,5757_45
Conventional,21452_3
Conventional,2962_50
Conventional,3091_70
Conventional,12855_16
Conventional,13634_209
Conventional,24216_30
Conventional,17209_27
Conventional,3194_36
Conventional,14254_27
Conventional,24926_9
Conventional,24455_2
Conventional,21512_6
Conventional,24665_48
Conventional,12593_33
Conventional,13993_20
Conventional,14002_18
Conventional,6994_19
Conventional,20374_41
Conventional,20543_19
Conventional,15499_11
Conventional,4464_10
Conventional,25912_131
Conventional,4250_23
Conventional,6255_74
Conventional,2190_55
Conventional,3881_49
Conventional,12831_21
Conventional,18327_6
Conventional,9241_40
Conventional,3821_28
Conventional,8382_47
Conventional,10064_12
Conventional,11542_11
Conventional,10361_25
Conventional,11672_17
Conventional,23696_256
Conventional,8235_48
Conventional,4276_10
Conventional,11202_70
Conventional,13728_19
Conventional,4983_6
Conventional,12358_6
Conventional,20127_102
Conventional,23690_228
Conventional,3472_40
Conventional,9950_229
Conventional,5099_14
Conventional,12493_42
Conventional,13133_73
Conventional,17148_7
Conventional,7886_26
Conventional,18945_11
Conventional,8887_21
Conventional,8871_14
Conventional,21477_105
Conventional,4342_10
Conventional,4920_10
Conventional,11159_14
Conventional,9315_16
Conventional,11122_97
Conventional,3367_8
Conventional,7110_2
Conventional,5947_90
Conventional,8059_1
Conventional,13438_115
Conventional,14093_10
Conventional,3053_49
Conventional,25500_6
Conventional,10666_7
Conventional,12603_87
Conventional,22576_2
Conventional,3029_52
Conventional,22576_1
Conventional,5746_37
Conventional,13104_32
Conventional,12340_17
Conventional,9974_8
Conventional,11120_49
Conventional,5109_24
Conventional,18347_15
Conventional,15527_90
Conventional,10025_1
Conventional,21475_137
Conventional,13686_2
